iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;61462;83251;14709;24343;284545;0;0;printokens2;01;debop
0;98327;135803;23377;39975;456359;0;0;grep;02;chisel
0;62012;87768;16296;26669;312560;0;0;date;02;bloated
0;61035;82642;14526;24725;274536;0;0;mkdir;01;debop
0;60180;82703;14587;24115;273254;0;0;printokens2;02;bloated
0;70923;96679;16541;28356;320372;0;0;gzip;01;debop
0;63599;88318;15441;25905;303039;0;0;grep;01;bloated
0;60791;85937;14771;24583;275390;0;0;date;02;chisel
0;63232;88989;15442;25901;295043;0;0;grep;01;debop
0;72510;101257;17150;28644;331054;0;0;gzip;01;cov
0;61401;83129;14771;24560;289916;0;0;mkdir;01;cov
0;73181;101074;17029;28771;330992;0;0;gzip;01;bloated
0;72083;100707;17517;28507;332519;0;0;gzip;02;cov
0;61401;84228;15625;24443;276001;0;0;printokens2;01;cov
0;61584;86548;14832;24572;285155;0;4;sed;02;debop
0;112793;160034;27282;48152;551757;0;0;gzip;01;chisel
0;71656;99915;17212;28820;329284;0;0;grep;02;bloated
0;62133;83069;14710;24701;275024;0;0;sed;02;chisel
0;61157;82885;14282;24442;274230;0;0;date;01;bloated
0;72021;102417;18067;28501;323302;672;0;gzip;02;debop
0;70800;99731;17150;28620;329650;0;0;grep;02;debop
0;61828;84290;14343;24564;274597;0;0;date;02;debop
0;61340;85876;14831;24573;284423;0;0;date;02;cov
0;113464;161620;27832;47254;542967;0;0;gzip;02;chisel
0;60730;83007;14160;24130;274536;0;0;printokens2;02;chisel
0;71533;97046;18127;28803;319946;0;0;grep;02;cov
0;62928;86608;14893;24934;286193;0;0;mkdir;02;debop
0;61463;86181;14831;24617;285705;0;4;sed;01;cov
0;61767;86364;14832;24662;286132;0;0;mkdir;02;cov
0;61707;86182;14831;24575;285827;0;4;sed;02;bloated
0;61950;83069;14831;24646;285156;0;4;sed;02;cov
0;61218;82825;14343;24371;275512;0;0;mkdir;01;chisel
0;62317;86242;14953;24649;285583;0;4;sed;01;bloated
0;94055;127685;21607;37794;437743;0;0;grep;01;chisel
0;63049;88867;15686;24664;278136;1099;0;date;01;debop
0;60485;82397;14343;24222;273742;0;0;printokens2;01;chisel
0;60730;87097;15015;24550;285705;0;0;sed;01;chisel
0;65124;88745;15442;26087;295898;0;0;grep;01;cov
0;61584;86486;14831;24579;285217;0;0;date;01;cov
0;60547;82825;14221;24323;274657;0;0;printokens2;01;bloated
0;60852;83069;14344;24253;274352;0;0;printokens2;02;cov
0;63294;85266;15747;24853;278380;1098;0;mkdir;02;chisel
0;61890;87402;16479;24730;275207;0;4;sed;01;debop
0;60730;83007;14221;24244;273620;0;0;printokens2;02;debop
0;62378;86243;14954;24817;285277;0;0;mkdir;02;bloated
0;61645;86608;14282;24709;275329;0;0;mkdir;01;bloated
0;60547;82458;14283;24244;275390;0;0;date;01;chisel
0;72205;97656;16602;28611;324890;0;0;gzip;02;bloated
