iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;60486;86548;14893;24209;285461;0;0;printokens2;01;debop
0;99670;139587;23926;40677;463683;0;0;grep;02;chisel
0;61096;82946;14282;24476;275024;0;0;date;02;bloated
0;72570;96862;16907;25683;313110;916;0;mkdir;01;debop
0;60852;82337;14221;24439;274291;0;0;printokens2;02;bloated
0;73181;101623;17090;28599;330993;0;0;gzip;01;debop
0;64331;89295;15442;26017;297058;0;0;grep;01;bloated
0;61889;86792;14954;24423;272582;0;0;date;02;chisel
0;63721;88989;15503;25924;302550;0;0;grep;01;debop
0;71899;97168;16358;28439;319579;0;0;gzip;01;cov
0;65918;86730;15076;27718;324279;0;0;mkdir;01;cov
0;71717;100708;17090;28486;331420;0;0;gzip;01;bloated
0;72388;100463;17151;28468;330871;0;0;gzip;02;cov
0;61218;82824;14282;24239;273315;0;0;printokens2;01;cov
0;63354;88622;16662;24633;292053;976;4;sed;02;debop
0;113525;157715;27344;47095;529174;0;0;gzip;01;chisel
0;70984;95764;16784;28599;319091;0;0;grep;02;bloated
0;62378;86731;14953;24715;285278;0;0;sed;02;chisel
0;62195;86486;14832;24568;285034;0;0;date;01;bloated
0;72449;100708;17090;28644;319884;0;0;gzip;02;debop
0;70312;95154;17395;28812;329712;0;0;grep;02;debop
0;61890;85876;14771;24892;290465;305;0;date;02;debop
0;61950;86669;14893;24546;285217;0;0;date;02;cov
0;113098;157775;27222;47022;530882;0;0;gzip;02;chisel
0;61340;83008;14160;24215;273071;0;0;printokens2;02;chisel
0;70740;96130;16602;28632;318724;0;0;grep;02;cov
0;62317;86731;14893;24844;285155;0;0;mkdir;02;debop
0;61035;82580;14282;24625;274352;0;4;sed;01;cov
0;62378;83679;15137;24817;275024;0;0;mkdir;02;cov
0;63110;87157;14893;24761;286193;0;4;sed;02;bloated
0;81359;107360;16296;25898;333678;0;4;sed;02;cov
0;71716;97534;16235;26629;315734;0;0;mkdir;01;chisel
0;61096;86059;14893;24499;287597;0;4;sed;01;bloated
0;93322;130248;21668;37514;430602;0;0;grep;01;chisel
0;61829;86669;14832;24517;283202;0;0;date;01;debop
0;62683;86792;15442;24348;290161;245;0;printokens2;01;chisel
0;60730;82702;14343;24575;284972;0;0;sed;01;chisel
0;63904;88806;15625;26106;295348;0;0;grep;01;cov
0;61340;83557;14282;24445;274292;0;0;date;01;cov
0;61035;85693;14893;24599;286071;0;0;printokens2;01;bloated
0;59814;82153;14221;24161;275818;0;0;printokens2;02;cov
0;61889;83373;14282;24656;284118;0;0;mkdir;02;chisel
0;61523;86304;14954;24664;285034;0;4;sed;01;debop
0;61157;83252;14221;24375;274902;0;0;printokens2;02;debop
0;61889;86182;14831;24946;288634;0;0;mkdir;02;bloated
0;62683;86670;14893;27904;330627;0;0;mkdir;01;bloated
0;60363;83496;14465;24224;280700;0;0;date;01;chisel
0;72998;99976;17090;28742;337707;0;0;gzip;02;bloated
