iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities;Repetition
0;1671077;2396112;438475;750356;8806130;0;0;cut;1;BusyBox;cat_repeat15.csv
0;62927;88684;15320;24951;283690;0;0;touch;2;GNU;cat_repeat15.csv
0;15527487;21323188;3914602;6181259;68954108;0;0;sort;2;ToyBox;cat_repeat15.csv
0;85266;116271;19348;32959;397582;0;0;cat;1;ToyBox;cat_repeat15.csv
0;75256;111694;20630;25678;341308;0;0;ls;2;GNU;cat_repeat15.csv
0;15617880;21452948;3988942;6198560;71289796;0;0;sort;1;ToyBox;cat_repeat15.csv
0;71777;118164;24353;25407;317748;0;0;ls;1;GNU;cat_repeat15.csv
0;4267567;6111740;1181577;1533744;19957835;0;0;mv;1;GNU;cat_repeat15.csv
0;62683;85571;14954;24567;293944;0;0;cat;2;BusyBox;cat_repeat15.csv
0;69335;96679;16907;25542;324462;0;0;ls;1;ToyBox;cat_repeat15.csv
0;2482233;3282157;855406;671127;9091956;0;0;sort;1;GNU;cat_repeat15.csv
0;65307;91613;15381;24908;310119;0;0;wc;2;BusyBox;cat_repeat15.csv
0;61462;89905;15869;24639;298156;0;0;touch;1;BusyBox;cat_repeat15.csv
0;58716;82580;14344;23203;281006;0;0;du;1;ToyBox;cat_repeat15.csv
0;65185;92835;16479;24859;284179;0;0;wc;2;GNU;cat_repeat15.csv
0;29066027;44514046;10643222;12303447;157346155;2686;0;cp;2;GNU;cat_repeat15.csv
0;72571;108398;19897;26795;331359;0;0;ls;2;ToyBox;cat_repeat15.csv
0;64208;91248;15991;25055;312988;0;0;du;2;BusyBox;cat_repeat15.csv
0;5484849;8304727;1823299;2947159;33857824;0;0;mv;1;BusyBox;cat_repeat15.csv
0;475401;671080;113098;153692;2044428;0;0;cut;2;GNU;cat_repeat15.csv
0;2456842;3263603;869504;666614;8962623;0;0;sort;2;GNU;cat_repeat15.csv
0;66772;98693;18860;25485;284728;0;0;wc;2;ToyBox;cat_repeat15.csv
