iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;60730;82824;14221;24582;286804;0;0;date;02;chisel
0;61585;83312;14282;24714;272705;0;0;mkdir;01;debop
0;62988;86853;14831;24632;285949;0;0;sed;02;chisel
0;61401;82947;14282;24275;272888;0;0;printokens2;01;cov
0;112731;162170;27283;47062;530699;0;0;gzip;01;chisel
0;61035;82520;14343;24480;274535;0;4;sed;01;debop
0;94238;130676;22338;38019;435973;0;0;grep;01;chisel
0;61279;83069;15686;24651;287963;0;0;date;02;cov
0;60302;86365;16175;24356;286071;0;0;printokens2;02;bloated
0;59632;83373;15625;24120;275390;0;0;printokens2;01;debop
0;72388;100525;19104;29223;343627;366;0;grep;02;debop
0;64697;89111;15686;26174;296508;0;0;grep;01;cov
0;70434;98755;17212;28554;329467;0;0;grep;02;cov
0;63476;85327;14893;25956;284118;0;0;grep;01;debop
0;61706;82885;14343;24694;283996;0;0;date;01;bloated
0;62256;85938;14954;24746;283996;0;0;mkdir;02;debop
0;72326;97595;16723;28662;336669;0;0;gzip;02;bloated
0;61402;83313;14221;24542;273192;0;0;date;02;bloated
0;74646;107787;16236;24461;292175;0;0;printokens2;02;cov
0;63964;88561;15442;26048;296875;0;0;grep;01;bloated
0;60913;82092;14404;24501;274108;0;0;mkdir;02;chisel
0;60913;83801;14282;24484;274658;0;4;sed;01;bloated
0;70922;97046;17212;28632;330017;0;0;grep;02;bloated
0;60852;85754;14709;24343;272277;0;0;printokens2;01;bloated
0;61279;82702;14282;24616;273437;0;0;date;02;debop
0;61035;82702;14343;24333;273193;0;0;printokens2;02;chisel
0;60730;86243;14832;24536;286376;0;4;sed;02;debop
0;61706;86548;14893;24587;283630;0;0;mkdir;01;bloated
0;60791;82458;14282;24432;274718;0;4;sed;01;cov
0;61218;82886;14649;24613;284789;0;4;sed;02;cov
0;60730;85693;14282;24445;286315;0;0;date;01;cov
0;114746;160033;29419;47074;533934;916;0;gzip;02;chisel
0;60974;85632;14832;24676;284667;0;0;mkdir;01;cov
0;60669;82885;14221;24342;281799;0;0;date;01;chisel
0;60852;85937;14832;24577;285278;0;4;sed;02;bloated
0;60974;85693;14832;24393;284545;0;0;printokens2;01;chisel
0;62500;83984;15869;24543;273925;732;0;sed;01;chisel
0;71289;99853;17090;28546;331298;0;0;gzip;02;cov
0;71228;97168;16479;28434;319274;0;0;gzip;01;bloated
0;61951;83190;14404;24868;274413;0;0;mkdir;02;bloated
0;73120;101623;16540;28556;329772;0;0;gzip;01;debop
0;60913;83190;14283;24250;273681;0;0;printokens2;02;debop
0;71411;96985;16601;28398;331542;0;0;gzip;02;debop
0;61096;86426;15015;24534;287292;0;0;mkdir;01;chisel
0;61157;86243;14831;24478;284850;0;0;date;01;debop
0;98571;133178;22766;40042;453063;0;0;grep;02;chisel
0;71533;96863;16540;28555;318542;0;0;gzip;01;cov
0;62134;82947;14588;24747;272644;0;0;mkdir;02;cov
