iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;62012;82886;14282;24592;275451;0;0;date;02;chisel
0;62256;85937;14831;24627;283752;0;0;mkdir;01;debop
0;62316;83435;14465;24647;277709;0;0;sed;02;chisel
0;60485;82519;14222;24221;273620;0;0;printokens2;01;cov
0;123351;171691;28564;48808;552366;0;0;gzip;01;chisel
0;61462;86121;15015;24513;284423;0;4;sed;01;debop
0;95276;131286;25452;38331;441955;0;0;grep;01;chisel
0;62011;83312;14283;24595;274169;0;0;date;02;cov
0;60363;82764;14282;24244;275756;0;0;printokens2;02;bloated
0;61402;82825;14282;24466;274231;0;0;printokens2;01;debop
0;70861;99487;17150;28708;318298;0;0;grep;02;debop
0;67077;90576;16602;26535;302672;976;0;grep;01;cov
0;71472;99792;17212;28592;333312;0;0;grep;02;cov
0;64392;89539;15625;25949;295227;0;0;grep;01;debop
0;61951;87768;16418;24683;290344;610;0;date;01;bloated
0;62316;83557;14465;24995;284667;0;0;mkdir;02;debop
0;73120;103088;18615;28671;320739;0;0;gzip;02;bloated
0;60913;83069;14282;24617;275389;0;0;date;02;bloated
0;60425;83252;14282;24296;285033;0;0;printokens2;02;cov
0;65552;88745;15503;26235;295288;0;0;grep;01;bloated
0;61523;83374;14343;24487;285278;0;0;mkdir;02;chisel
0;62439;87341;16419;24744;277038;0;4;sed;01;bloated
0;71778;101196;17395;28831;331542;0;0;grep;02;bloated
0;61767;82885;14770;24578;284790;0;0;printokens2;01;bloated
0;61340;85449;14831;24620;285156;0;0;date;02;debop
0;61646;82764;14221;24336;272765;0;0;printokens2;02;chisel
0;61584;83129;14282;24585;275451;0;4;sed;02;debop
0;61707;86608;14831;24450;285766;0;0;mkdir;01;bloated
0;61767;83190;14283;24560;274352;0;4;sed;01;cov
0;61157;82641;14343;24657;285033;0;4;sed;02;cov
0;61828;83007;14221;24629;273925;0;0;date;01;cov
0;123474;161437;27893;50046;588011;0;0;gzip;02;chisel
0;61462;86731;14954;24473;286376;0;0;mkdir;01;cov
0;61157;85999;14832;24505;275207;0;0;date;01;chisel
0;61096;85937;14771;24454;275634;0;4;sed;02;bloated
0;60669;82886;14160;24294;273803;0;0;printokens2;01;chisel
0;61523;86792;14771;24514;284850;0;0;sed;01;chisel
0;73242;101806;17090;28691;330627;0;0;gzip;02;cov
0;72143;100952;17090;28644;332824;0;0;gzip;01;bloated
0;62072;86975;14953;24818;286315;0;0;mkdir;02;bloated
0;73791;97290;17090;28696;336730;305;0;gzip;01;debop
0;62561;84594;15198;24334;284362;855;0;printokens2;02;debop
0;71899;97840;16663;28423;327148;0;0;gzip;02;debop
0;61035;82885;14282;24603;279296;0;0;mkdir;01;chisel
0;61340;82886;14282;24556;274841;0;0;date;01;debop
0;100036;137634;23316;39943;458434;0;0;grep;02;chisel
0;72388;99182;16540;28554;320556;0;0;gzip;01;cov
0;62927;88928;17211;24788;277221;610;0;mkdir;02;cov
