iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;60120;82947;14282;24428;290161;0;0;date;02;chisel
0;60852;85998;14831;24769;284484;0;0;mkdir;01;debop
0;61584;82947;14405;24805;283447;0;0;sed;02;chisel
0;60364;82336;14221;24230;273253;0;0;printokens2;01;cov
0;112976;157226;27222;47218;542662;0;0;gzip;01;chisel
0;61218;86181;14892;24467;287231;0;4;sed;01;debop
0;95581;130981;22888;38229;451537;671;0;grep;01;chisel
0;60974;85815;15136;24692;285826;0;0;date;02;cov
0;60669;85755;14282;24330;274596;0;0;printokens2;02;bloated
0;61218;83862;14282;24149;273803;0;0;printokens2;01;debop
0;70007;98328;17090;28666;328185;0;0;grep;02;debop
0;64636;89295;15503;26001;294494;0;0;grep;01;cov
0;70923;95337;16662;28588;317504;0;0;grep;02;cov
0;63843;88561;15747;26110;295409;0;0;grep;01;debop
0;61706;85938;14283;24601;274901;0;0;date;01;bloated
0;61767;83068;14283;24796;273253;0;0;mkdir;02;debop
0;73181;100769;17822;28485;342223;244;0;gzip;02;bloated
0;60974;85754;14832;24525;285095;0;0;date;02;bloated
0;60363;83374;14160;24312;273620;0;0;printokens2;02;cov
0;64575;88928;15381;26047;296630;0;0;grep;01;bloated
0;61279;82763;14343;24444;276489;0;0;mkdir;02;chisel
0;61829;85449;15503;24916;291869;916;4;sed;01;bloated
0;70679;96680;16602;28771;328063;0;0;grep;02;bloated
0;60790;82764;14221;24399;285705;0;0;printokens2;01;bloated
0;60790;85876;14893;24719;286193;0;0;date;02;debop
0;61157;83191;14160;24227;273559;0;0;printokens2;02;chisel
0;60913;82519;14831;24547;285156;0;4;sed;02;debop
0;60974;81848;14282;24661;285095;0;0;mkdir;01;bloated
0;60852;82886;14465;24551;272460;0;4;sed;01;cov
0;60608;81664;14221;24611;271301;0;4;sed;02;cov
0;60058;85754;14222;24438;274352;0;0;date;01;cov
0;113403;157836;27283;47263;540526;0;0;gzip;02;chisel
0;61706;82886;14343;24811;284301;0;0;mkdir;01;cov
0;60486;82641;14587;24234;287291;0;0;date;01;chisel
0;61706;85876;14893;24805;283996;0;4;sed;02;bloated
0;60303;82519;14343;24247;276183;0;0;printokens2;01;chisel
0;60852;82581;14892;24566;284789;0;0;sed;01;chisel
0;71106;97229;16540;28341;318663;0;0;gzip;02;cov
0;72509;100342;17212;28711;331176;0;0;gzip;01;bloated
0;62011;86792;14892;24916;284728;0;0;mkdir;02;bloated
0;71655;100037;17090;28527;329772;0;0;gzip;01;debop
0;60852;81970;14344;24273;274292;0;0;printokens2;02;debop
0;72083;99793;17029;28640;331787;0;0;gzip;02;debop
0;60547;86242;15259;24507;275634;0;0;mkdir;01;chisel
0;60974;86181;14893;24374;283813;0;0;date;01;debop
0;99182;139343;23438;40551;470641;0;0;grep;02;chisel
0;71411;96740;16601;28456;319763;0;0;gzip;01;cov
0;73914;116272;16785;24957;285888;0;0;mkdir;02;cov
