iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;60791;82275;14770;24489;286376;0;0;date;02;chisel
0;60974;85815;14465;24556;285766;0;0;mkdir;01;debop
0;61219;98450;14893;24770;283629;0;0;sed;02;chisel
0;60607;83068;14343;24183;272948;0;0;printokens2;01;cov
0;113037;157593;27222;47177;538329;0;0;gzip;01;chisel
0;61828;82763;14404;24654;284667;0;4;sed;01;debop
0;93444;127624;22278;37828;435363;0;0;grep;01;chisel
0;61279;82703;14283;24727;273864;0;0;date;02;cov
0;60486;82153;14221;24267;283935;0;0;printokens2;02;bloated
0;60729;83007;14221;24179;274414;0;0;printokens2;01;debop
0;71228;99243;17151;28827;329711;0;0;grep;02;debop
0;64758;85693;15686;26004;297484;0;0;grep;01;cov
0;71289;96374;16724;28821;328185;0;0;grep;02;cov
0;65918;91431;17578;26039;299743;976;0;grep;01;debop
0;61890;86426;14893;24492;284240;0;0;date;01;bloated
0;61646;86914;15991;24734;272765;0;0;mkdir;02;debop
0;73730;101257;17212;28705;330565;0;0;gzip;02;bloated
0;61828;86182;14831;24757;283752;0;0;date;02;bloated
0;60546;82337;14282;24225;274108;0;0;printokens2;02;cov
0;64514;89294;15381;26077;296447;0;0;grep;01;bloated
0;60791;85571;15076;24639;287292;0;0;mkdir;02;chisel
0;61707;85876;14953;24613;286010;0;4;sed;01;bloated
0;70984;100769;18616;28744;332092;0;0;grep;02;bloated
0;60424;81970;14160;24336;273193;0;0;printokens2;01;bloated
0;61584;85877;14832;24642;285522;0;0;date;02;debop
0;62317;85876;15991;24297;276001;915;0;printokens2;02;chisel
0;68970;97168;15625;24672;284850;0;4;sed;02;debop
0;61096;82458;14831;24670;284240;0;0;mkdir;01;bloated
0;83191;116821;18921;26758;354736;0;4;sed;01;cov
0;71717;98754;15137;24804;275024;0;4;sed;02;cov
0;61157;86791;15808;24582;276427;0;0;date;01;cov
0;113831;160827;27893;47247;552244;0;0;gzip;02;chisel
0;61645;82946;14954;24719;285461;0;0;mkdir;01;cov
0;60852;86731;16297;24456;289062;0;0;date;01;chisel
0;70557;94666;15015;25022;283324;0;4;sed;02;bloated
0;60973;83069;14343;24217;273864;0;0;printokens2;01;chisel
0;60913;86426;14770;24506;286498;0;0;sed;01;chisel
0;72082;101928;18676;28491;332885;0;0;gzip;02;cov
0;72326;101074;17029;28379;329528;0;0;gzip;01;bloated
0;61889;83069;14221;24714;273193;0;0;mkdir;02;bloated
0;71839;100463;17151;28505;331237;0;0;gzip;01;debop
0;60424;86121;14893;24214;274108;0;0;printokens2;02;debop
0;71350;96924;17029;28495;338683;0;0;gzip;02;debop
0;60852;82275;14343;24456;276977;0;0;mkdir;01;chisel
0;61462;82580;14831;24664;279053;0;0;date;01;debop
0;99793;136840;23316;40621;456237;0;0;grep;02;chisel
0;70862;100220;16602;28362;318664;0;0;gzip;01;cov
0;61828;86243;14953;24833;285521;0;0;mkdir;02;cov
