iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;57296546;90024977;24177001;24286701;294571938;4205495;0;md5sum;02;BusyBox
0;62012;87951;14282;24447;275817;0;0;ln;01;ToyBox
0;13296292;17652909;2858819;4909918;55527263;0;0;comm;01;GNU
0;61829;88622;14831;24467;299987;0;0;echo;02;GNU
0;62866;85266;14282;24678;308532;0;0;factor;02;GNU
0;62988;88378;14893;24497;292968;0;0;echo;01;ToyBox
0;3238884;4804797;1163815;1155305;14647362;204650;0;expand;02;BusyBox
0;2047419;2850273;506468;897417;9959325;0;0;cut;02;ToyBox
0;66650;100769;26612;24677;316771;4273;0;touch;02;BusyBox
0;65613;99670;25940;24787;315245;3907;0;ln;02;BusyBox
0;61340;87158;14770;24500;288207;0;0;touch;02;ToyBox
0;64637;99548;26061;24568;313354;3845;0;echo;01;BusyBox
0;150574;232971;61950;55877;691282;9216;0;du;02;BusyBox
0;25766047;33575232;10466831;6033609;93467290;0;0;sort;02;GNU
0;1569149;2072809;321593;552234;6943219;0;0;expand;02;GNU
0;25845759;33603185;10404880;6023282;95811339;0;0;sort;01;GNU
0;66528;100769;26733;24730;301635;4456;0;factor;02;BusyBox
0;113403;157776;27282;45169;549376;0;0;ls;01;GNU
0;61402;85144;14221;24266;273803;0;0;true;02;ToyBox
0;81914951;113707961;20846504;36039976;396556846;0;0;cksum;01;ToyBox
0;106746675;139820443;20904854;37332520;423268753;1403;0;wc;02;GNU
0;26576348;39063071;8958168;9548236;119214050;1519771;0;comm;02;BusyBox
0;121419733;168316707;29907516;53471252;583607820;1648;0;comm;01;ToyBox
0;60974;84351;14221;24168;272887;0;0;chmod;01;BusyBox
0;62256;87524;14770;24672;286438;0;0;head;02;ToyBox
0;64025;89050;14893;24842;307006;0;0;id;01;GNU
0;578795;799375;145690;230927;2599358;0;0;chmod;02;GNU
0;3232657;4772205;1129331;1153511;14569726;190673;0;expand;01;BusyBox
0;63538;88318;14831;24690;286986;0;1;false;01;ToyBox
0;62805;88745;14770;24628;309814;0;0;dirname;01;GNU
0;62317;87890;14892;24478;303893;0;0;basename;01;ToyBox
0;65918;100952;25879;24849;312865;4944;0;logname;02;BusyBox
0;65003;100586;26855;24680;315489;4212;0;link;02;BusyBox
0;65674;96374;24842;24523;311401;3662;0;echo;02;BusyBox
0;11894928;16197896;2842766;4881706;63154746;0;0;comm;02;ToyBox
0;63965;85876;14282;24662;283568;0;0;touch;02;GNU
0;459227;631468;112121;175077;1977351;0;0;cat;01;GNU
0;61402;86548;14770;24550;286865;0;1;false;02;ToyBox
0;62622;84350;14343;24417;279296;0;0;echo;02;ToyBox
0;305090222;423808913;75270926;133444212;1477575991;125488;0;cat;01;ToyBox
0;64391;89172;14831;24890;282836;0;0;mv;02;GNU
0;63355;88928;14831;24833;309691;0;0;id;02;GNU
0;65491;99548;25635;24654;312927;4394;0;mkdir;01;BusyBox
