iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;57759435;90810558;24306578;24504654;306954964;4421253;0;md5sum;02;BusyBox
0;65613;100891;26977;24814;339660;4273;0;ln;01;ToyBox
0;13894252;20547189;4824450;4978143;62708031;892148;0;comm;01;GNU
0;66528;102600;27710;24676;346495;5188;0;echo;02;GNU
0;65857;101135;27283;25058;359741;5005;0;factor;02;GNU
0;74097;100281;25940;25376;359374;5616;0;echo;01;ToyBox
0;3215385;4808581;1170957;1152489;15907003;229370;0;expand;02;BusyBox
0;2146052;3340628;852171;900024;11944001;170348;0;cut;02;ToyBox
0;65674;99670;25756;24542;312072;4089;0;touch;02;BusyBox
0;64392;96191;26306;24622;338927;5005;0;ln;02;BusyBox
0;66406;101257;26856;24667;301940;4456;0;touch;02;ToyBox
0;63903;95764;24414;24527;328429;3906;0;echo;01;BusyBox
0;142395;209716;56946;54182;732725;9522;0;du;02;BusyBox
0;26632866;37523280;13015652;6116428;98747550;1114011;0;sort;02;GNU
0;1573422;2336358;568541;550558;7650249;105285;0;expand;02;GNU
0;26787102;37507839;12868253;6068772;98136101;1051267;0;sort;01;GNU
0;65551;99548;25940;24862;338744;4638;0;factor;02;BusyBox
0;118957;184143;50537;45861;629027;9582;0;ls;01;GNU
0;64819;101684;26184;24471;314636;4699;0;true;02;ToyBox
0;85198635;133765405;35485749;36058191;436185224;6573286;0;cksum;01;ToyBox
0;112275103;162942210;36095733;37871569;482768722;6988080;0;wc;02;GNU
0;26632989;39550863;9360755;9552072;120609188;1790401;0;comm;02;BusyBox
0;126255598;198163372;51213247;53756152;647620961;10005528;0;comm;01;ToyBox
0;63904;95031;24414;24461;303527;3845;0;chmod;01;BusyBox
0;64880;98938;26062;25001;342528;4456;0;head;02;ToyBox
0;65917;101684;28321;25223;363036;5554;0;id;01;GNU
0;601072;919980;252746;232847;2928886;42603;0;chmod;02;GNU
0;3252372;4799915;1119382;1154481;15832540;203674;0;expand;01;BusyBox
0;63843;99243;26245;24733;337462;4150;1;false;01;ToyBox
0;64453;100769;26611;24708;343261;5066;0;dirname;01;GNU
0;64636;100402;25757;24620;314819;4577;0;basename;01;ToyBox
0;66284;108765;25085;24770;336486;4334;0;logname;02;BusyBox
0;64820;99365;26673;25095;329162;4394;0;link;02;BusyBox
0;64087;99121;24780;24446;326965;3540;0;echo;02;BusyBox
0;12458830;19146314;4918872;4896840;60676603;931883;0;comm;02;ToyBox
0;67627;102356;27588;24824;318541;5433;0;touch;02;GNU
0;472411;720945;192932;176579;2215692;31311;0;cat;01;GNU
0;83129;122315;30090;24841;357604;4516;1;false;02;ToyBox
0;65795;102661;26672;24733;307677;4578;0;echo;02;ToyBox
0;313588553;492642782;128512855;133271046;1608689119;24472777;0;cat;01;ToyBox
0;66467;101257;28015;25293;324523;4883;0;mv;02;GNU
0;66528;102172;27283;25254;359618;5188;0;id;02;GNU
0;64880;93140;24048;24805;309631;3052;0;mkdir;01;BusyBox
0;95016786;154009982;43095410;43581138;524282960;8133585;0;cksum;01;BusyBox
0;64392;100647;26855;24446;316039;4211;0;true;01;ToyBox
0;8806313;13115872;3096977;3191277;40086384;602842;0;cat;02;BusyBox
0;73913;120483;33081;28449;361083;5310;0;cksum;02;ToyBox
0;65979;101806;27282;25207;345397;4944;0;logname;02;GNU
0;66345;99914;27161;25120;315002;4699;0;cksum;02;GNU
0;65979;100464;25574;24594;339782;4089;0;date;01;BusyBox
0;64697;96252;24780;24469;314697;3784;0;true;02;BusyBox
0;41998733;62046716;14548730;15290172;190492432;2399774;0;wc;02;ToyBox
0;99670;148376;40405;38320;553405;7080;1;expand;01;ToyBox
0;883420;1380550;361571;367395;4836291;63659;0;ls;02;ToyBox
0;66467;96924;26123;25019;313110;4639;0;touch;01;ToyBox
0;23593506;37153103;11430085;8386194;120954891;1537045;0;cp;01;GNU
0;64636;94787;25634;24590;306091;5494;0;basename;01;GNU
0;77148;112549;28991;29266;372496;6104;0;cksum;02;BusyBox
0;65369;100768;27343;24946;345702;4761;0;link;02;GNU
0;66346;101989;26367;25021;336852;3601;0;id;02;ToyBox
0;65186;100464;27160;24646;345214;5004;0;link;01;GNU
0;784544;1197079;316345;305307;3821523;55175;0;chmod;02;BusyBox
0;22851076;35652802;10882723;7759293;109954491;1447262;0;cp;01;ToyBox
0;146240;223937;59570;57320;787596;14221;0;du;02;GNU
0;112427;168579;45532;42883;543700;9400;0;base64;02;BusyBox
0;867429;1275265;301086;298512;4160023;53528;0;cut;02;BusyBox
0;65674;102173;27771;24869;319274;5493;0;touch;01;GNU
0;65857;97107;26855;25078;344604;4700;0;dirname;02;ToyBox
0;69947;106933;27893;27117;373106;4761;0;md5sum;01;ToyBox
0;65185;96008;25085;24688;337829;4272;1;false;01;BusyBox
0;65979;100586;26611;24862;340087;4334;0;link;02;ToyBox
0;65734;97473;27893;24792;324950;5127;0;head;01;GNU
0;76050;113281;28565;25693;352965;6164;1;false;02;GNU
0;65796;99975;26367;25233;324523;4150;0;mkdir;01;ToyBox
