iteration;CORE;CPU;DRAM;DURATION;PSYS;UNCORE;EXIT_CODE;Program;TestNr;Utilities
0;54748029;76252368;14225001;24173570;270466226;1526;0;md5sum;02;BusyBox
0;66772;98572;17700;29044;331359;0;0;ln;01;ToyBox
0;13303066;17668839;2867363;4925118;55522075;0;0;comm;01;GNU
0;62195;88013;14771;24621;306090;0;0;echo;02;GNU
0;62500;88012;14832;24804;309326;0;0;factor;02;GNU
0;61157;87586;16601;24407;315001;0;0;echo;01;ToyBox
0;3060784;4092763;655455;1148602;14165674;0;0;expand;02;BusyBox
0;2051753;2864251;509886;904542;10753817;0;0;cut;02;ToyBox
0;62194;85205;14221;24226;270690;0;0;touch;02;BusyBox
0;61828;87524;15076;24510;291992;0;0;ln;02;BusyBox
0;62195;87646;14954;24560;281799;0;0;touch;02;ToyBox
0;61340;88196;14160;24128;297912;0;0;echo;01;BusyBox
0;137329;196044;35339;57384;662535;0;0;du;02;BusyBox
0;25609187;33378210;10432041;6005379;89059037;0;0;sort;02;GNU
0;1533810;2034541;319945;549336;6866681;0;0;expand;02;GNU
0;25856440;33630834;10468173;5995232;89196000;0;0;sort;01;GNU
0;61279;84350;14343;24694;305114;0;0;factor;02;BusyBox
0;114197;156738;27465;45325;558409;0;0;ls;01;GNU
0;62195;88379;14343;24414;278747;0;0;true;02;ToyBox
0;82085056;114141004;20906441;36136695;389224590;1648;0;cksum;01;ToyBox
0;107887664;141274114;21130134;37743736;426461677;0;0;wc;02;GNU
0;25472346;33888952;5424242;9516455;106697176;0;0;comm;02;BusyBox
0;121885308;169023005;29939926;53532960;575335746;1282;0;comm;01;ToyBox
0;61279;88317;14709;24358;280944;0;0;chmod;01;BusyBox
0;62134;84655;14160;24613;296141;0;0;head;02;ToyBox
0;62622;88440;14771;24752;309814;0;0;id;01;GNU
0;575560;791136;146118;230995;2735283;0;0;chmod;02;GNU
0;3097099;4140981;662046;1162746;14196924;0;0;expand;01;BusyBox
0;66101;94300;16601;27627;321716;0;1;false;01;ToyBox
0;62866;88439;14770;24618;308165;0;0;dirname;01;GNU
0;62683;87524;14892;24902;285277;0;0;basename;01;ToyBox
0;61767;85022;14221;24594;304076;0;0;logname;02;BusyBox
0;61218;84472;14222;24299;290099;0;0;link;02;BusyBox
0;62378;85266;14283;24316;294799;0;0;echo;02;BusyBox
0;11880463;16183186;2828911;4857491;53358933;0;0;comm;02;ToyBox
0;63172;87768;14771;24740;282103;0;0;touch;02;GNU
0;456359;623106;111206;174821;2067377;0;0;cat;01;GNU
0;62805;88806;14771;24607;305480;0;1;false;02;ToyBox
0;62011;88074;14832;24485;309692;0;0;echo;02;ToyBox
0;302336568;419674279;74367851;133517349;1426549936;2929;0;cat;01;ToyBox
0;74890;103699;16784;25022;282653;0;0;mv;02;GNU
0;63659;85143;14221;24876;304992;0;0;id;02;GNU
0;62928;87158;14954;24994;283996;0;0;mkdir;01;BusyBox
0;90133986;128683813;25107602;43578300;462832738;0;0;cksum;01;BusyBox
0;62012;83923;14343;24640;274230;0;0;true;01;ToyBox
