PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
295775,24331,BusyBox,head,01,301513,24330,293823,24483
311217,24738,GNU,head,01,307556,24521,299133,24449
340881,30201,ToyBox,head,01,322387,26349,303832,24642
