PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
295898,24463,BusyBox,mkdir,01,275329,24431,269164,24265
330932,28295,GNU,mkdir,01,283813,25021,268920,24757
285521,25153,ToyBox,mkdir,01,282226,24518,280394,24707
