PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
303161,24458,BusyBox,id,01,303649,24513,293090,24378
307738,25140,GNU,id,01,310058,24846,303893,24976
345397,29456,ToyBox,id,01,293090,24641,303283,24702
