PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
460944254,43442534,BusyBox,cksum,01,464248445,43579741,461043497,43582321
22168889,1773628,GNU,cksum,01,22005131,1755723,21807256,1750185
389073467,36113122,ToyBox,cksum,01,388271772,36119906,388175581,35984419
