PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
684569,57690,BusyBox,ls,01,651488,55231,666319,54627
545042,45319,GNU,ls,01,550719,45428,542663,45145
2446283,214480,ToyBox,ls,01,2420160,204857,2430841,205255
