PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
98947744,7738445,BusyBox,cp,01,99549916,7763403,98469597,7738005
99075552,7778181,GNU,cp,01,99471425,7804837,115041820,9063448
99091177,7782596,ToyBox,cp,01,98693167,7761086,98568351,7738996
