PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
302978,24647,BusyBox,logname,01,307860,24746,303405,24687
302856,24788,GNU,logname,01,303161,24850,303221,24693
310607,26860,ToyBox,logname,01,284546,24835,272094,24665
