PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
295287,24429,BusyBox,echo,01,297301,24370,291869,24364
307739,24633,GNU,echo,01,308593,24744,296324,24535
339172,29410,ToyBox,echo,01,308349,24669,279357,24552
