PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
301206565,26075476,BusyBox,sort,01,301986898,25954696,300615136,26015950
89052934,5996938,GNU,sort,01,93519413,6128650,88846574,5990229
442347439,39243981,ToyBox,sort,01,444056236,39281080,442996913,39225641
