PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
45687688,4048081,GNU,comm,46665164,4048956,49747737,4043004
107123017,9562015,BusyBox,comm,107412995,9523493,106928009,9552211
53450303,4873844,ToyBox,comm,53391465,4878204,53766769,4886919
