PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
296142,24592,GNU,dirname,309021,24753,302855,24748
296874,24303,BusyBox,dirname,300597,24364,308654,24333
292479,24506,ToyBox,dirname,309204,24581,308837,24661
