PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
428017093,37853445,GNU,wc,430612301,37944042,423970534,37529119
81388403,7232134,BusyBox,wc,81523595,7236974,81389989,7233234
169723016,15227857,ToyBox,wc,170411246,15218819,169218744,15158045
