PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
293700,24449,GNU,chmod,283752,24537,289855,24604
269591,24330,BusyBox,chmod,283019,24577,268859,24200
318541,27095,ToyBox,chmod,285583,24596,289917,24642
