PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
307983,24668,GNU,factor,309325,24672,309142,24815
292663,24487,BusyBox,factor,308715,24594,292358,24438
320922,28550,ToyBox,factor,304503,24567,307677,24836
