PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
6865034,548305,GNU,expand,6633528,547317,6804121,548042
14115869,1149113,BusyBox,expand,14288049,1149046,14220911,1148616
508299,42460,ToyBox,expand,488647,37974,487364,38232
