PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
302246,24913,GNU,logname,294006,24727,301635,24684
303527,24798,BusyBox,logname,296508,24748,303283,24751
294311,24839,ToyBox,logname,291991,24836,303466,24896
