PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
297668,24593,GNU,false,288207,24594,308410,24602
305175,24486,BusyBox,false,298217,24298,276244,24237
302795,24606,ToyBox,false,291137,24560,295043,24575
