PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
280700,24492,GNU,true,271484,24303,268981,24364
269897,24250,BusyBox,true,276794,24525,269897,24407
273742,24791,ToyBox,true,269653,24480,280822,24448
