PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
302856,24788,GNU,logname,303161,24850,303221,24693
302978,24647,BusyBox,logname,307860,24746,303405,24687
310607,26860,ToyBox,logname,284546,24835,272094,24665
