PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
310730,24758,GNU,head,309203,24826,305969,24748
294250,24593,BusyBox,head,338927,27524,294067,24442
304809,24942,ToyBox,head,302917,24769,291137,24666
