PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
297606,24862,GNU,cksum,355895,27269,291808,24960
330626,29075,BusyBox,cksum,328002,28987,325194,29083
325439,28508,ToyBox,cksum,325194,28432,328856,28434
