PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
280151,25234,GNU,mkdir,284484,25232,277526,25044
271606,24484,BusyBox,mkdir,288085,24579,279662,24810
280639,24841,ToyBox,mkdir,271361,24920,331603,28114
