PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
269592,24396,GNU,true,284057,24421,269348,24377
281127,24431,BusyBox,true,277465,24392,280028,24266
268066,24277,ToyBox,true,269591,24363,281127,24400
