PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
280639,24605,GNU,touch,282836,24649,281981,24783
279784,24390,BusyBox,touch,281066,24612,269104,24525
294616,25450,ToyBox,touch,270385,24714,280761,24757
