PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
2167903,183126,GNU,cat,2123590,178250,2063960,174638
35662751,3182860,BusyBox,cat,35373506,3145403,35066561,3130688
1443523527,134916447,ToyBox,cat,1435039418,134851408,1448205399,135201408
