PSYS_repeat21,DURATION_repeat21,Utilities,Command,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
697630,57077,GNU,du,700438,57604,700133,57062
663145,53886,BusyBox,du,667601,53595,664794,53679
667540,58918,ToyBox,du,720335,58225,711119,58208
