PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
307189,24495,BusyBox,echo,02,308960,24478,293151,24249
296203,24661,GNU,echo,02,308044,24720,307128,24688
308654,24473,ToyBox,echo,02,294738,24562,294067,24506
