PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
663145,53886,BusyBox,du,02,667601,53595,664794,53679
697630,57077,GNU,du,02,700438,57604,700133,57062
667540,58918,ToyBox,du,02,720335,58225,711119,58208
