PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
281127,24431,BusyBox,true,02,277465,24392,280028,24266
269592,24396,GNU,true,02,284057,24421,269348,24377
268066,24277,ToyBox,true,02,269591,24363,281127,24400
