PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
296874,24303,BusyBox,dirname,02,300597,24364,308654,24333
296142,24592,GNU,dirname,02,309021,24753,302855,24748
292479,24506,ToyBox,dirname,02,309204,24581,308837,24661
