PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
81388403,7232134,BusyBox,wc,02,81523595,7236974,81389989,7233234
428017093,37853445,GNU,wc,02,430612301,37944042,423970534,37529119
169723016,15227857,ToyBox,wc,02,170411246,15218819,169218744,15158045
