PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
1043577,88999,BusyBox,ls,02,1033567,88565,1093747,93251
1428219,118013,GNU,ls,02,1436214,117724,1424801,117897
4350453,367010,ToyBox,ls,02,4332936,365546,4354115,367941
