PSYS_repeat21,DURATION_repeat21,Utilities,Program,config,PSYS_repeat22,DURATION_repeat22,PSYS_repeat23,DURATION_repeat23
13998438,1152215,BusyBox,expand,02,14214807,1153359,14102747,1152216
6829817,547978,GNU,expand,02,6919233,548070,6861005,548472
504027,38223,ToyBox,expand,02,502868,38242,489806,38047
